         1      -0.890107579460145E+02       0.479548926604938E+02
      -0.888063129950258E+02       0.479740255578065E+02
      -0.888320630000000E+02       0.479652130000000E+02
      -0.888529230000000E+02       0.479653220000000E+02
      -0.888991840000000E+02       0.479533000000000E+02
      -0.889180290000000E+02       0.479456050000000E+02
      -0.889235730000000E+02       0.479379760000000E+02
      -0.889626640461241E+02       0.479235117460994E+02
      -0.889689030441805E+02       0.479094739702466E+02
      -0.889689030441805E+02       0.479016751622242E+02
      -0.889579847673559E+02       0.478954361641679E+02
      -0.889423872419891E+02       0.478954361641679E+02
      -0.888996980000000E+02       0.479024450000000E+02
      -0.888989860000000E+02       0.479006850000000E+02
      -0.889116650000000E+02       0.478913440000000E+02
      -0.889989390000000E+02       0.478674900000000E+02
      -0.890227360000000E+02       0.478585320000000E+02
      -0.890444630000000E+02       0.478557500000000E+02
      -0.890564120000000E+02       0.478525980000000E+02
      -0.891079910000000E+02       0.478357050000000E+02
      -0.891241340000000E+02       0.478286160000000E+02
      -0.891577380000000E+02       0.478240150000000E+02
      -0.891901700000000E+02       0.478316030000000E+02
      -0.891926810000000E+02       0.478334300000000E+02
      -0.891922070000000E+02       0.478410600000000E+02
      -0.892018120000000E+02       0.478502430000000E+02
      -0.892345330000000E+02       0.478517180000000E+02
      -0.892355520000000E+02       0.478537740000000E+02
      -0.892345350000000E+02       0.478553730000000E+02
      -0.892285070000000E+02       0.478580390000000E+02
      -0.892467740000000E+02       0.478710160000000E+02
      -0.892509360000000E+02       0.478703770000000E+02
      -0.892552020000000E+02       0.478761020000000E+02
      -0.892471270000000E+02       0.478885030000000E+02
      -0.892263270000000E+02       0.478954380000000E+02
      -0.892207100000000E+02       0.479008500000000E+02
      -0.892213320000000E+02       0.479080690000000E+02
      -0.892144990000000E+02       0.479138950000000E+02
      -0.891791540000000E+02       0.479350300000000E+02
      -0.890952070000000E+02       0.479679220000000E+02
      -0.890183030000000E+02       0.479925250000000E+02
      -0.889941630000000E+02       0.480022900000000E+02
      -0.889408860000000E+02       0.480195900000000E+02
      -0.889314870000000E+02       0.480216370000000E+02
      -0.889275290000000E+02       0.480196150000000E+02
      -0.889150320000000E+02       0.480206810000000E+02
      -0.888950690000000E+02       0.480290590000000E+02
      -0.888963270000000E+02       0.480318010000000E+02
      -0.888937010000000E+02       0.480347700000000E+02
      -0.888357140000000E+02       0.480567520000000E+02
      -0.888160840000000E+02       0.480570060000000E+02
      -0.888104610000000E+02       0.480552470000000E+02
      -0.888066423476775E+02       0.480565453918048E+02
      -0.887875560000000E+02       0.480630350000000E+02
      -0.887720770000000E+02       0.480705020000000E+02
      -0.887718300000000E+02       0.480794570000000E+02
      -0.887642560000000E+02       0.480851890000000E+02
      -0.887444580000000E+02       0.480927690000000E+02
      -0.887281980000000E+02       0.481019140000000E+02
      -0.887055860000000E+02       0.481110130000000E+02
      -0.886953530000000E+02       0.481105490000000E+02
      -0.886844340000000E+02       0.481157850000000E+02
      -0.886756280000000E+02       0.481204440000000E+02
      -0.886763950000000E+02       0.481248760000000E+02
      -0.886741920000000E+02       0.481271650000000E+02
      -0.886569150000000E+02       0.481392250000000E+02
      -0.886140260000000E+02       0.481547970000000E+02
      -0.885784130000000E+02       0.481623700000000E+02
      -0.885470330000000E+02       0.481748910000000E+02
      -0.885247530000000E+02       0.481652910000000E+02
      -0.885010880000000E+02       0.481681810000000E+02
      -0.884919610000000E+02       0.481754660000000E+02
      -0.884820390000000E+02       0.481799150000000E+02
      -0.884597350000000E+02       0.481838070000000E+02
      -0.884472360000000E+02       0.481829160000000E+02
      -0.884226010000000E+02       0.481909750000000E+02
      -0.884182440000000E+02       0.481803700000000E+02
      -0.884198750000000E+02       0.481707310000000E+02
      -0.884273730000000E+02       0.481667640000000E+02
      -0.884495020000000E+02       0.481633120000000E+02
      -0.884596970000000E+02       0.481585510000000E+02
      -0.884695730000000E+02       0.481528790000000E+02
      -0.884857000000000E+02       0.481376830000000E+02
      -0.885119020000000E+02       0.481216990000000E+02
      -0.885669380000000E+02       0.480937190000000E+02
      -0.885780530000000E+02       0.480843730000000E+02
      -0.885783950000000E+02       0.480780030000000E+02
      -0.885758690000000E+02       0.480751660000000E+02
      -0.885739240000000E+02       0.480688610000000E+02
      -0.885750480000000E+02       0.480641540000000E+02
      -0.885797840000000E+02       0.480586690000000E+02
      -0.886700730000000E+02       0.480114460000000E+02
      -0.887185550000000E+02       0.479951340000000E+02
      -0.887723570000000E+02       0.479811260000000E+02
      -0.887919590000000E+02       0.479789380000000E+02
      -0.888063129950258E+02       0.479740255578065E+02
END
         2      -0.879123809053189E+02       0.474369796347516E+02
      -0.904181360000000E+02       0.465660940000000E+02
      -0.903947735236085E+02       0.465776668505649E+02
      -0.903655720812426E+02       0.465921320948787E+02
      -0.903484070000000E+02       0.466006350000000E+02
      -0.903474757276720E+02       0.466009535801925E+02
      -0.903276260000000E+02       0.466077440000000E+02
      -0.903240285769114E+02       0.466068876500113E+02
      -0.903066090000000E+02       0.466027410000000E+02
      -0.902652940000000E+02       0.466185160000000E+02
      -0.902536105017747E+02       0.466210350103271E+02
      -0.902501760000000E+02       0.466217755030522E+02
      -0.902376090000000E+02       0.466244850000000E+02
      -0.901640260000000E+02       0.466455150000000E+02
      -0.901006950000000E+02       0.466551320000000E+02
      -0.900454200000000E+02       0.466682720000000E+02
      -0.900283920000000E+02       0.466743900000000E+02
      -0.899960340000000E+02       0.466932250000000E+02
      -0.899858170000000E+02       0.467031900000000E+02
      -0.899848693413556E+02       0.467037525687907E+02
      -0.899738030000000E+02       0.467103220000000E+02
      -0.899709242071683E+02       0.467114607968051E+02
      -0.899571010000000E+02       0.467169290000000E+02
      -0.899374117195065E+02       0.467288516275953E+02
      -0.899256038836580E+02       0.467360017329318E+02
      -0.899184660000000E+02       0.467403240000000E+02
      -0.899113385862762E+02       0.467465377967144E+02
      -0.899074293087878E+02       0.467499459692373E+02
      -0.899038048194812E+02       0.467531058587312E+02
      -0.898937358237598E+02       0.467618841750960E+02
      -0.898923550000000E+02       0.467630880000000E+02
      -0.898886844734868E+02       0.467658279397396E+02
      -0.898883283617949E+02       0.467660937666102E+02
      -0.898625789198834E+02       0.467853149652345E+02
      -0.898505323168166E+02       0.467943073989770E+02
      -0.898492153333410E+02       0.467952904882826E+02
      -0.898486520000000E+02       0.467957110000000E+02
      -0.898467853299814E+02       0.467966436641887E+02
      -0.898319560000000E+02       0.468040530000000E+02
      -0.898024849758125E+02       0.468143417725447E+02
      -0.897920110865630E+02       0.468179983629455E+02
      -0.897906630000000E+02       0.468184690000000E+02
      -0.897901664221234E+02       0.468185532657085E+02
      -0.897744080606631E+02       0.468212273467655E+02
      -0.897603189350240E+02       0.468236181704611E+02
      -0.897202770000000E+02       0.468304130000000E+02
      -0.897079014089689E+02       0.468311560315198E+02
      -0.896733750000000E+02       0.468332290000000E+02
      -0.896606250000000E+02       0.468310560000000E+02
      -0.896422550000000E+02       0.468253400000000E+02
      -0.896376519965743E+02       0.468216586037929E+02
      -0.896349380000000E+02       0.468194880000000E+02
      -0.896193290000000E+02       0.468188900000000E+02
      -0.895995720075486E+02       0.468240641369339E+02
      -0.895887500955964E+02       0.468268982755035E+02
      -0.895698080000000E+02       0.468318590000000E+02
